f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.23156776688916847,-0.2323258572484995,-0.12522647507688883,-0.42595703844136973,-0.5806985994661229,-0.1953038513050448,-0.49060696582887303,-1.012809181472446,-0.2567693694988495,-0.3848436711723422,-1.2840305418179008,-0.29258273696644616,-0.2659026159178233,-0.9717792133710685,-0.06386434070605287,-0.2825681458561542,-1.217027904301226,-0.17564484781928472,-0.2547771900236116,-0.9096149964451027,-0.22690717572795424,-0.22836422375780183,-0.6382181863984089,-0.246216375650922,-0.10992563983700877,-0.9929638708211936,-0.044035269389614905,-0.13797752086626577,-1.2321481849313403,-0.18022387162126197,-0.12327919619087332,-0.8330813221009649,-0.2195173808082321,-0.1094584660763133,-0.5816068775381515,-0.22022395228339756,0.03337743119809377,-0.9747339432180351,-0.04395078159175086,0.003549136362735435,-1.1905641833552418,-0.175113899072677,-0.007866975427020173,-0.8180643964559328,-0.14919515650506474,-0.012479191636315988,-0.5592907367747766,-0.10024075348789023,0.1652166349034585,-0.8911980839861201,-0.05587561172238725,0.12446731711313591,-1.0666575901064863,-0.15099513086440605,0.0927613298144193,-0.8008574063613785,-0.13692424650372548,0.08163890306039967,-0.6098017944842635,-0.10328887483016622,A
0.0,0.0,0.0,-0.2545416184292159,-0.22833968281891165,-0.09909259748845595,-0.4689956689678752,-0.5563087364819559,-0.15170839271684675,-0.5337261292649921,-0.9882484986093419,-0.19805546450580494,-0.44026155819030244,-1.2507546715660118,-0.21771593192117408,-0.3311112237695522,-0.9481049862929369,-0.01564249414715675,-0.33834586660639654,-1.1695653862714808,-0.11707606488515464,-0.30277424315394363,-0.8744340799143289,-0.1707420097395608,-0.2737059710524692,-0.6245698419682097,-0.193674551848925,-0.17741959324260975,-0.9841178933555572,-0.005853196652003102,-0.19884405049576562,-1.2182130784965053,-0.13707839225477625,-0.17629769426326417,-0.8233456553167522,-0.17958108790818478,-0.1608843777623667,-0.5794117773824287,-0.18107553160674508,-0.037647588133598864,-0.974491438159795,-0.014565067105686485,-0.06077295663003807,-1.1808092123795508,-0.1385791704679225,-0.06823438763265355,-0.8169820395944624,-0.10687671242715892,-0.07105243128985145,-0.5742459493785838,-0.05374544215446158,0.09631372284312167,-0.8949382137314987,-0.03355556454667135,0.05635836442530992,-1.0613053960988739,-0.11969291714653589,0.0263051693826658,-0.7859424163794598,-0.09541813216308181,0.01593814044204035,-0.6009170153760472,-0.05429564335267723,A
0.0,0.0,0.0,-0.2497987050474441,-0.164050452671194,-0.09647577916689697,-0.48499557526322473,-0.4827069244849823,-0.1520569793309465,-0.5742630506670171,-0.8988861373269528,-0.2040960871505213,-0.4931763715884952,-1.1731539324919393,-0.23516002624077084,-0.3622859712658695,-0.9176557657224974,-0.02666152905184914,-0.39470454933558247,-1.1145604930700403,-0.13022929989113444,-0.35614466812276996,-0.828212285275796,-0.19011592100377125,-0.31133551059839004,-0.5986058794778011,-0.21927743650833814,-0.2113944924677614,-0.9771658066355227,-0.021432566263654237,-0.25241551817917357,-1.1601544311847478,-0.13439307006459164,-0.2236864622807652,-0.7934651151338138,-0.1629318470281552,-0.1962220677214304,-0.5645870161551049,-0.16023842488512624,-0.07003888788970619,-0.9852986148859185,-0.03696179944608728,-0.10651304350674906,-1.1373658015184545,-0.1500038157654033,-0.10651187306589846,-0.7828114699014377,-0.11969893499897545,-0.10164576522952794,-0.5589520749849963,-0.07280590355282784,0.06378141849218462,-0.9244096483457798,-0.0632652241244391,0.019606054688404755,-1.0349475453275305,-0.14291060588020743,-0.004067574566048512,-0.7639872697012339,-0.12371830203248987,-0.0046624511283660875,-0.5908344448400281,-0.09011761527994717,A
0.0,0.0,0.0,-0.2981020406846983,-0.07669385621898572,-0.07742268524204744,-0.5919431033449338,-0.36412770931288,-0.1234949376630485,-0.7142190793347605,-0.777263225294435,-0.17273660991723888,-0.6665523862631586,-1.1128081231003253,-0.20275720399241556,-0.4786347469218974,-0.8534081544975142,0.0002223432484548782,-0.5864725742925908,-1.0872208900918847,-0.11491028089894394,-0.49306952214182054,-0.797317333954079,-0.18871785441114872,-0.3929279176578525,-0.5285571195986379,-0.22414521092304449,-0.30991980776186995,-0.950722850443437,-0.008704849312411556,-0.42388785114154376,-1.19506265309499,-0.13252989636893164,-0.33228469488041723,-0.8368149660163429,-0.1823912433169066,-0.2520281542734549,-0.5640531505534806,-0.19127817070606418,-0.14399616903711468,-1.0014936330215123,-0.0374975890335253,-0.26146355186404263,-1.2256464525667576,-0.15583537620750562,-0.19754101023227724,-0.8471486248521475,-0.13550729599395983,-0.13262556476634557,-0.5674012492694829,-0.09400894537032724,0.030201668305692642,-0.9829721720696469,-0.07564858180053073,-0.09752047329773754,-1.1485133048061928,-0.16849456041056596,-0.07914032029056109,-0.8633919168708069,-0.15427927868994018,-0.02982384759416392,-0.6476937728013528,-0.12037435598265925,A
0.0,0.0,0.0,-0.3166366876973837,-0.03451311824851349,-0.10033703680427314,-0.6210287674673153,-0.33301305287678584,-0.15372392186930403,-0.7649628787834166,-0.7498411864591911,-0.2043883388134319,-0.7457417426335948,-1.1104415792832654,-0.2270884588764558,-0.5250729575790871,-0.8245502246731552,-0.04450337921962649,-0.6261786950122324,-1.0700595101929908,-0.1723439019097452,-0.522544382406425,-0.7406929184472083,-0.22563279353572968,-0.42716823177377217,-0.4652114431700391,-0.24048026778017587,-0.3623986449127626,-0.9307404698309919,-0.04888148917717272,-0.49031838072137707,-1.2227693930295473,-0.20558970938326565,-0.370107082154142,-0.7977384069583602,-0.24151444610491013,-0.2736873862679499,-0.530234184911134,-0.22904081924619837,-0.19284097770741995,-1.014495285005252,-0.0744186394847287,-0.32842474457641224,-1.3105197732845606,-0.22160394859946028,-0.23225741060278768,-0.8690614738709469,-0.17952525116396167,-0.14425189304889446,-0.5942944623273938,-0.11344625190880624,-0.005921484939821121,-1.0434334451192608,-0.11057931501823821,-0.14783055545711846,-1.263115778581517,-0.2166960743893782,-0.10274043997126932,-0.948910329293975,-0.19077632035197112,-0.03474188937742389,-0.7549558269495622,-0.1443857009664349,A
0.0,0.0,0.0,-0.30171988723221876,-0.10726049070435296,-0.09821296765430752,-0.5791680651362976,-0.3956547667497919,-0.15625416815757337,-0.702175383072462,-0.7946399500766933,-0.21585976534855866,-0.6901724332382361,-1.1459433888879433,-0.24958462421708985,-0.4520973346568732,-0.8757098299167129,-0.04043799947626635,-0.5893285689336184,-1.1145754069772047,-0.1805101684166028,-0.501495101251147,-0.7622030939867144,-0.2461040909302289,-0.4084241500903976,-0.5067586960670198,-0.2682610636902144,-0.28976333668134474,-0.9559035710621845,-0.04780765154090655,-0.43590191840221004,-1.221898640032325,-0.21528085445192,-0.32841206119999194,-0.7876005964530244,-0.26107631312195284,-0.24225460325867748,-0.5372571140804467,-0.25762153895140616,-0.125493342696809,-1.026558032823472,-0.07839773220740756,-0.278438154516486,-1.287720813676428,-0.22848567722090518,-0.19068001522520536,-0.8401927752472953,-0.20294132196204306,-0.10503482791425799,-0.5714257717624147,-0.1521181628084012,0.04939851799967229,-1.0450048475031257,-0.12041804797085538,-0.09905514375369895,-1.2529615513513084,-0.22481362948312408,-0.0677538490720694,-0.9403032678830633,-0.21140303904206761,-0.002098675277763433,-0.7412666853707736,-0.17724193063621183,A
0.0,0.0,0.0,-0.28840306976313995,-0.1284398397554254,-0.09105438706466752,-0.5470898507593782,-0.43431550657945145,-0.14776439242377065,-0.6496033811034968,-0.8366867498725378,-0.20768545014368361,-0.6161107294615145,-1.1683858067356723,-0.24509679667053738,-0.40907232008017635,-0.9017020844171721,-0.036969450153725256,-0.5120776352594905,-1.1150176913155667,-0.1645405595575771,-0.44404121041479155,-0.7811272652766889,-0.2235606306772308,-0.3722653817135505,-0.5025934913252209,-0.24264061347440377,-0.2536520431167523,-0.9661830163109757,-0.04637909027699945,-0.37317998479432396,-1.2089383382681649,-0.20156680946871897,-0.28427709932992135,-0.7909231735635114,-0.2465851266210294,-0.21005560925839858,-0.523745721198314,-0.24454431239460805,-0.0930578572327424,-1.0170556022113837,-0.0771619517732708,-0.2250577877117044,-1.266193163106739,-0.21672215122313362,-0.14811406256179288,-0.8490487458053587,-0.1981868055418534,-0.07347099210655707,-0.5762144415548437,-0.15331791600038083,0.0721669930505587,-1.0137223938839477,-0.11820911411801442,-0.05999032272265861,-1.241640349853276,-0.2138106116981153,-0.030530271361797305,-0.9567506857376238,-0.2012154998505168,0.0294310500257401,-0.7517474980996387,-0.1688772649209618,A
0.0,0.0,0.0,-0.2743852672733327,-0.14565699420999115,-0.08811666476299203,-0.5300133311095422,-0.4868161152175365,-0.14145725539202275,-0.6343283814251502,-0.9034448932557736,-0.195602114782612,-0.5787695807900742,-1.2206341781244123,-0.22782527896787927,-0.38927106127563305,-0.9197771195305866,-0.028035779046535016,-0.4635690925063274,-1.1530010191001292,-0.14366991776686064,-0.4130236973205025,-0.8426344622439504,-0.2026301952259001,-0.3487819795771961,-0.5690757761247405,-0.22635883922291136,-0.23399690130936732,-0.9717087972838181,-0.03205407086237389,-0.3200288242713244,-1.2428782823686193,-0.16874983120136539,-0.2711718588563208,-0.8370622031569581,-0.204684101033175,-0.21691354590373108,-0.5633217539613954,-0.19926518334746665,-0.07681355082096386,-0.991908745139491,-0.05596232405599975,-0.17229342354087462,-1.2490465276621228,-0.1833179107522006,-0.1416609194119679,-0.8476624494325359,-0.1514506851285317,-0.09727986975215003,-0.5789372707924183,-0.09824894423760215,0.083710374415855,-0.9492607182440399,-0.08979411054193832,-0.02548888035629838,-1.1624296395757097,-0.18052911071574496,-0.01964838508759891,-0.8807434988838397,-0.16069535950573688,0.020326605521750855,-0.6829260970791994,-0.12327097579692975,A
0.0,0.0,0.0,-0.2487732679894792,-0.20894445151559776,-0.11353042011678928,-0.46817812772379663,-0.5274325299196655,-0.18152840040196797,-0.5596895174277925,-0.9459380244972856,-0.24197787448965172,-0.49646534353492106,-1.2471712282484015,-0.2772846096217511,-0.34283095521639706,-0.9354394672312546,-0.06395907306968708,-0.37918941946581575,-1.1513323438363052,-0.167250816675491,-0.32124888862556167,-0.8530961110757533,-0.2101049510014803,-0.2758675691465831,-0.5846029647135995,-0.22533612844877035,-0.18693033182545085,-0.9809608179354831,-0.05265856738437632,-0.24058999457098507,-1.2319907837355568,-0.18197114507455867,-0.1934913624225638,-0.8398072234920947,-0.21488661995785394,-0.16117881657966196,-0.5879850594198778,-0.2130558063034046,-0.03764614598128399,-0.9794365212792225,-0.05956948681322845,-0.0954586050198501,-1.218381716647678,-0.18304944227839834,-0.07002893451447333,-0.8460922790366341,-0.15407528815329982,-0.051242345334950486,-0.5927856325916601,-0.10648432324772465,0.10227517367990549,-0.9097427533946987,-0.07756454949202639,0.03761132740635699,-1.1183370511546176,-0.1674618664397088,0.03774727123368065,-0.8616696553036466,-0.1504266988868602,0.05277375709130476,-0.6794355923103055,-0.11748268791063564,A
0.0,0.0,0.0,-0.24835172387861867,-0.20718452760761488,-0.11009214899412247,-0.4636650597008064,-0.5476968634019954,-0.17024927477020815,-0.5361382610813579,-0.9845399835529614,-0.22128084307156975,-0.44846398931312115,-1.2627488001010625,-0.245414824007925,-0.31738176794967465,-0.9489625868446893,-0.04614475581091687,-0.34084527858624014,-1.1510750679416444,-0.14465133001971084,-0.3000360455730939,-0.8416904664365759,-0.18689552585231967,-0.26809543046232454,-0.576522288334277,-0.20269005041789462,-0.16303961155937358,-0.986061114156248,-0.03318982090201084,-0.2031795471070737,-1.2199072228725345,-0.16559900436783115,-0.17476027826204357,-0.8043204102042436,-0.20123399435046355,-0.1497975299299397,-0.5508775901419893,-0.1981978638688685,-0.018894148033683365,-0.9753213634500899,-0.038104007908313524,-0.06662552042395412,-1.1973019426520477,-0.16309491419303984,-0.060794614552514475,-0.8114371690015456,-0.13102765074337303,-0.048160132193963506,-0.5539271015972325,-0.07930477656240445,0.1198494537477372,-0.8935844766955229,-0.05385627489708223,0.05833066729866739,-1.0716595402170837,-0.14721337775831778,0.04536750700041561,-0.7983690933401887,-0.12978948419571062,0.05599551858001449,-0.6161750356037096,-0.0940612272274316,A
0.0,0.0,0.0,-0.24436149648319333,-0.24842709905893168,-0.10082363318979606,-0.44651633655243167,-0.5918620988488441,-0.159971848122977,-0.508920152071079,-1.0083042346018605,-0.2146419402633498,-0.4252309684442538,-1.2787828815154982,-0.2465364393146758,-0.2823098970237559,-0.9699034884175033,-0.026746561485890413,-0.3135694395562271,-1.1655443899999514,-0.13028473401384477,-0.28613609361872744,-0.8652461294549977,-0.18882572664374586,-0.25272619635665244,-0.5938525808976888,-0.2147799815906438,-0.13635715592762154,-0.9904953583928426,-0.018046357792215063,-0.1846268829992684,-1.219945301552101,-0.14901524599941032,-0.16745306406919827,-0.8289630917301397,-0.19452418011187478,-0.14137124684466953,-0.5625468230692671,-0.1979928966905315,0.001210733276470619,-0.9743682353079769,-0.02824164814124251,-0.0589511030014153,-1.1994873753269437,-0.14807621231348592,-0.05946323296700629,-0.8321111057263958,-0.12917539897754463,-0.042446868475465166,-0.5676159961704421,-0.08595741351099842,0.1304510023212965,-0.8963443214920138,-0.049064353191945013,0.05141048634121302,-1.0913739451774422,-0.13831596835980062,0.033769677967177954,-0.8278875113249662,-0.12696002040131288,0.04854755623451208,-0.6256997562920422,-0.09497037023557715,A
0.0,0.0,0.0,-0.2306275838165231,-0.25564853482327454,-0.09311966154563407,-0.42045555294397197,-0.6085456209840373,-0.1417898660367693,-0.46546210982523145,-1.0307330442009284,-0.18665354394130096,-0.3514206914537755,-1.2710367490377192,-0.20717767267656745,-0.2509165268270747,-0.9821822931425704,-0.00409080457217738,-0.2630043320571308,-1.1753229758238426,-0.11212136249542111,-0.2432540562619392,-0.8653205066449561,-0.17413751880546588,-0.22092002557191925,-0.6140829351840483,-0.2010672225902278,-0.09922768500345125,-0.9950623164258978,0.002202943027475398,-0.12513914350772498,-1.2082820184482768,-0.1294916800143636,-0.11796683701183082,-0.8019846365084995,-0.17071625059128193,-0.10268860261485918,-0.5545151692510845,-0.16773489500560199,0.040124676729857055,-0.9595675087919484,-0.011416468785423918,0.00996880799459743,-1.1514256810355064,-0.13660103988428468,-0.007511828518724711,-0.7852495113151491,-0.10402537902244997,-0.007538518080610105,-0.5415152995696756,-0.046284913783575576,0.17379832091124228,-0.8584417853298012,-0.0349066034004062,0.13230452098274506,-1.0353226223236052,-0.11987183322959764,0.09387411817180505,-0.7723756471614877,-0.09290813393617219,0.08537092640727958,-0.5912305110804852,-0.04723491542618404,A
